CONTENT,from_user_description
RT @ajaymaken: #JanAkroshMarch on #DemonetizationMassive Protest March yesterday!Great enthusiasm!Many thanks to Congress workers and l,Tweets are my own views. Re tweets may not be. Supporter of no political parties hence views will not match. No hate tweets please.. JAI JINENDRA
RT @AAPGujarat: News in Print: AAP protests in Gujarat against #demonetization debacle (6/6) https://t.co/gikDcYQCqX,
RT @LillyMaryPinto: Telangana Chief Minister K. Chandrashekar Rao extends his full support to PM Modi's #Demonetization  move Jai Ho?? http,"????? ?????? ??????? VHP & VHS member, Admires @ashoksinghalVHP, Ardently follows @swamy39 @narendramodi @ajit_doval @drgpradhan RT not endorsement. Bhakts only"
"RT @BSLMF: LIVE on #Periscope: Mr. A Balasubramanian, CEO Birla Sun Life Mutual Fund on #demonetization and idle funds. https://t.co/z6oRQM",Dhirendra Kumar Srivastava CPFA
RT @AAPGujarat: News in Print: AAP protests in Gujarat against #demonetization debacle (6/6) https://t.co/gikDcYQCqX,
Modi failed completely in controlling terrorism even after #demonetization #nagrotaattack #???_???_??_????? #AnushkaSRKOn11Aug #Jio50Million,https://t.co/ca0yuE939s
RT @BSLMF: Dont let that increased balance due to #demonetization sit idle. 6 month plans for short term goals.https://t.co/ot0RZunT7R(1,Dhirendra Kumar Srivastava CPFA
RT @thishourindia: Kejriwal: 'People knew about it. Here's the proof' - https://t.co/dHRKc2kX7t - #demonetization #currencyban #ModiFightsC,21 | Aspiring Journalist | Peppy | Fernweh | Pol.  Science Major | Works @ThisHourIndia | Bombae
RT @AAPGujarat: News in Print: AAP protests in Gujarat against #demonetization debacle (5/n) https://t.co/KSQtkRFAvZ,
RT @thishourindia: Exchange of Rs. 500-1000 notes to new may end soon https://t.co/8zxv1PTVtl  #demonetization #CurrencyExchange #currencyb,21 | Aspiring Journalist | Peppy | Fernweh | Pol.  Science Major | Works @ThisHourIndia | Bombae
"RT @thishourindia: #Demonetization: #Mumbai #Congress on streets, protests against note ban  -  https://t.co/obX2sMuIvQ  -  #DividedAakrosh",21 | Aspiring Journalist | Peppy | Fernweh | Pol.  Science Major | Works @ThisHourIndia | Bombae
Every say should be counted. ?? #demonetization #blackmoney #modi #queue #unorganized #money @ https://t.co/GGn0C76TsH,"Researcher, Entrepreneur, Socialist."
"RT @BSLMF: LIVE on #Periscope: Mr. A Balasubramanian, CEO Birla Sun Life Mutual Fund on #demonetization and idle funds. https://t.co/OJNMsf",Evangelist with Mission #FinancialLiteracy-#MutualFund -Follows 5Es: Educate:Engage:Empower: Enrich&Expand-Heading Investor Education @BSLMF -Tweets R Personal
"RT @irkjain: ?Shocking Secret Revealed About #DeMonetization !IF you read this, you wont stop Praising #Modi !??https://t.co/4RZshkDvfl","#NaMoBrigade| AK Arora Walia (LUCKY), Libra ?, PUN(fun)JABI, Student of Life, Busy in work & Learning, Devotee Of Mata Vaishno Devi, FB: #DilliDilwaloKi"
RT @SirJadeja: RT &amp; Ask Opposition To Answer This Question Or Stop The Hypocrisy.#?????_??_????? #DeMonetisation #DeMonetization #BlackMo,"?? ????? ? ?? ?????? ?
?? ?????????? ?
Crazy  for Cricket !
Cricket is my Passion !
Big fan of M S Dhoni
#Captain_Cool"
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",Proud Hindu Nationalist against pseudo-secular communal fascists disintegrating Bharat & looting. Retweet ? Opinion ? Endorsement. Ban Conversions!
"RT @MehekF: Instead of creating so much ruckus of #Demonetization, shud hv just extended amnesty wid higher 5%penalty. Destroyed the econom","Retired as Vice President Marketing from Ganpati Oil & Foods Ltd.A keen observer,not narrow minded, admirer of Nehru and Indira Gandhi, believe in socialism."
RT @outburstindia: If Supreme Court finds #Demonetization an arbitrary &amp; an illegal act executed by executives...................will Modi,
"Is #Demonetization scheme is derailing, or is #govt under immense pressure of Black Money hoarders. Why an escape route to Black Sheeps?","Ex Pres. Govt. College, Ex Distt. Shimla VP NSUI, Ex spokesperson Distt YC, Founder Pres SEVA Samiti, President AYC Rohru, coordinator State Social Media."
RT @sudarsansand: My humble appeal to all to pl have patience and draw what they need from ATMs during this #Demonetization phase. My SandA,
"RT @BSLMF: LIVE on #Periscope: Mr. A Balasubramanian, CEO Birla Sun Life Mutual Fund on #demonetization and idle funds. https://t.co/OJNMsf",believe...Execute.
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?",Anjana Jaat ... Merciless criticism and independent thinking are the two necessary traits of revolutionary thinking. - Bhagat Singh
RT @ajaymaken: #JanAkroshMarch on #DemonetizationMassive Protest March yesterday!Great enthusiasm!Many thanks to Congress workers and l,
RT @syedsulaiman92: @TelanganaCMO to open 150 Centers of 5rs Meal Scheme on the rep. of @asadowaisi to minimize #Demonetization impact.htt,"Expert in Complete LPG Solutions,Hyderabad.India 09849086803"
RT @ajaymaken: #JanAkroshMarch on #DemonetizationMassive Protest March yesterday!Great enthusiasm!Many thanks to Congress workers and l,Congress Suporter
"#Demonetization:Police nab van driver who escaped with Rs 1.37 crore  https://t.co/P3TBqZs1hh https://t.co/GNE6YAUUZP
@HinduRajyam @Modiarmy",#Nationalist #Love Traveling/Sketching *Diehard Believer of @NarendraModi Ji's leadership *Staunch Unapologetic Accredited Sanatan *Tweets without aversion.
RT @outburstindia: If Supreme Court finds #Demonetization an arbitrary &amp; an illegal act executed by executives...................will Modi,"Everything in 140 words (every alphabet has its own meaning), straight talk no deceit."
RT @AAPGujarat: News in Print: AAP protests in Gujarat against #demonetization debacle (6/6) https://t.co/gikDcYQCqX,
RT @barbarindian: Fatal assumptions  https://t.co/BcymzmrKq8 via @pastebin #demonetization,Life isn't finding shelter in the storm. It's about learning to dance in the rain. ~ Sherrilyn Kenyon
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?",Media professional; views & retweets reflect personal opinion only!
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?",BRAIN DEAD
RT @ajaymaken: #JanAkroshMarch on #DemonetizationMassive Protest March yesterday!Great enthusiasm!Many thanks to Congress workers and l,President greater kailash vidhan sabha @ Indian Youth Congress
RT @ajaymaken: #JanAkroshMarch on #DemonetizationMassive Protest March yesterday!Great enthusiasm!Many thanks to Congress workers and l,"Fact never lies, Hard core Congressi. In hope of a better India with social equality. Sick of people with half knowledge(Bhakts). IT expert, Solution Designer."
RT @ajaymaken: #JanAkroshMarch on #DemonetizationMassive Protest March yesterday!Great enthusiasm!Many thanks to Congress workers and l,"RTs ¥ frm #AMU ?????? ???? ?? ????,???? ???? ?? ????????, ??????? ??? ??? ???? ?? ? ???? ???? ??? ????? ???? ?????, ????? ??? ???? ?? ????? ??, ?? ?????????"
Watch out for this sector.. It gonna rock with #digitalindia #demonetization initiatives of current Government   https://t.co/53crZWnJnH,A humble attempt to instil #Navimumbai as the Startup Strategy Capital Of India. Powered By @nmcbi4 & @zoomstartindia
RT @LGIndiaTweets: LG Cashless bonanza! Buy #LG OLED TV at zero payment along with 60 Days EMI holiday #NoCashNoWorries #Demonetization htt,Cool peaceful
".. #demonetization will not affect missionary network because now they get PUBLIC funds in India - food, education, maternal care, kids etc",Heathen was smoking chillum under banyan tree now wants to do tandav nritya on those trying to kill dharma
"RT @JPNadda: #Demonetization will help us to fight with corruption,counterfeit currency,black money.It will increase transparency #Demoneti","Chartered Accountant | Entrepreneur | Politician | Philanthropist | Sai Devotee | Currently President, BJP Chandigarh"
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?",
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?",Lawyer
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?",???????????? ???? ????
RT @ajaymaken: #JanAkroshMarch on #DemonetizationMassive Protest March yesterday!Great enthusiasm!Many thanks to Congress workers and l,
RT @namishtaneja: Thank you #navbharattimes ??#NamishTaneja #demonetization #2000rs?? https://t.co/33fuvMzCfB,Fan of Tejasswi Prakash nd Namish
"RT @TheJoshuaDsouza: Modi said #demonetization will stop all terrorist activities &amp; attacks in India, especially in Kashmir. How did #nagro",Radiologist
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?",???? ?????? ??????? ??? ???????? ????? ???????...
RT @SatyendarJain: Huge blow to middle class. Rate of intrest reduced to maximum 4.25% by SBI. #DEMONETIZATION,"Being the richest man in the cemetery doesn't matter to me. Going to bed at night saying we've done something wonderful, that's what matters to me.
Steve Job"
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","Fun loving but serious on Centre Right Politics ,Interest in a New India under Modi, RT are not endorsements, tweets are personal views with no malice to anyone"
"RT @SreeIyer1: Short, sharp poem in Tamil on #Demonetization @nsitharaman @Swamy39 @SuryahSG @rvaidya2000 https://t.co/nPgvSHtHLF",
RT @rsprasad: Banks &amp; financial institutions have supported #Demonetization as a bold reform to fight black money &amp; corruption. https://t.c,|| Nationalist || BJP Karyakarta ||
RT @AAPGujarat: News in Print: AAP protests in Gujarat against #demonetization debacle (6/6) https://t.co/gikDcYQCqX,
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?",
RT @PahwaSandy: Dats true .Before #demonetization it was 7.30 which has been reduced to 4.25 @kapsology @ArvindKejriwal https://t.co/mYZ9WT,
"RT @dhume: Moody's is cautiously optimistic on #demonetization: short term pain, but likely medium term gains. https://t.co/8V50cX3jyF",Interested in development politics. Supporting BJP & Mr Modi for their commitment to make India a better place to live.
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","interested in auto, sports, cricket, electronics"
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","??????? ??? ???? ?? ??? ???? ?? ????? ??? ?? ???? , ?? ?? ???? | ?? ??? ??? ?? ????? ??? ???? , ????? ??? ?? ????||"
"RT @mdbaid: Incompetence of modi is d reason for national loss, occurred due to ill prepared #demonetization#???_???_??_????? https://t.co","??? ??? ????????  ?? ?? ????? ????? ...........

????? ????? ?? ????? ?? ??? ??? ?? ???? ??......"
RT @ajaymaken: #JanAkroshMarch on #DemonetizationMassive Protest March yesterday!Great enthusiasm!Many thanks to Congress workers and l,"A Proud Indian Muslim Who Hate Fanatics Of All,
So Bhakts,Fanatic Mullahs, Islamophobics Stay Away.
Hate Me, Abuse Me, but Inshallah can't Stop Me."
All is well that ends well!For Black Money hoarders since #DeMonetization !50:50 Scheme for them by Modi.Poor are still in Qs as Soldiers,"Everything in 140 words (every alphabet has its own meaning), straight talk no deceit."
RT @aroonpurie: The new money laundrys. How #demonetization birthed a shadow economy that rinses black money into white https://t.co/WRJuAL,
RT @ajaymaken: #JanAkroshMarch on #DemonetizationMassive Protest March yesterday!Great enthusiasm!Many thanks to Congress workers and l,"|Congressi|socialist|liberal|secular| 
 RT isn't endorsement
Followed by @INCIndia"
RT @ajaymaken: #JanAkroshMarch on #DemonetizationMassive Protest March yesterday!Great enthusiasm!Many thanks to Congress workers and l,politician.
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?",Physics graduate. MBA finance. Fan of  Politics & Capital market.
"RT @JanatadalU: Clear evidence of black money used to buy land for @BJP4India before #demonetization, sharing records after #demonetization",
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?","Engineer, RT more than Tweets :) Automotive | Electronics | CurrentAffairs | Stocks Market | Politics | Economy! Don't let personal loyalty overtake reasoning!"
@WahidIqbal01 @NitinKapoor2020 Do you mean a move towards #CashlessEconomy ? #DigitalIndia ?Totally intentional result of #demonetization !,"Family man, Technologist, Adventure freak, Change agent, cloud advocate. Personal views.
RT?endorsement"
RT @ShashiTharoor: More disquieting news for those who naively hoped that @PMOIndia had done its homework&amp;planning b4 #demonetization:http,President of shihor OBC  Committee Congress And Itcell member Bhavnagar
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",
RT @aroonpurie: The new money laundrys. How #demonetization birthed a shadow economy that rinses black money into white https://t.co/WRJuAL,
"RT @dhume: If you're in India, how do you feel about #demonetization after three weeks?",Software developer a n00b gamer
RT @TOIStartups: Banks told to install 1m card swipe machines in next 3 months @mayurshetty01 #demonetization  https://t.co/AN50nPwFtK,Award-winning journalist (IIIrd Std Obstacle Race) writing on banking and finance
#JanDhanAcount:Check#Aadhar:Check#PanCard:Check#Demonetization :all linkedRight Time to go for #IncomeBased #Reservation@PMOIndia #Rush,
RT @SirJadeja: PM Narendra Modi Trolls WB CM Mamata Banerjee With Politeness.RT &amp; Spread If U Like It#BlackMoney #Demonetizationhttps:/,"??????? ??? ???? ?? ??? ???? ?? ????? ??? ?? ???? , ?? ?? ???? | ?? ??? ??? ?? ????? ??? ???? , ????? ??? ?? ????||"
RT @LillyMaryPinto: Telangana Chief Minister K. Chandrashekar Rao extends his full support to PM Modi's #Demonetization  move Jai Ho?? http,"PROUD TO BE INDIAN ,HINDU . RESPPECT  FOR ALL RELIGIONS.
        ???? ?? ?????? ???? ??????? ?? ????? ?? ?????? ??? ??"
